Order ID,Order Date,Ship Date,Region,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit,Customer Name,Segment
OD-2019612,2019-03-05,2019-03-09,Central,Office Supplies,Stationery,Pen Set,1487.76,5,0.0,450.93,Customer 223,Consumer
OD-2019613,2019-04-20,2019-04-21,West,Technology,Gadgets,Samsung Galaxy S21,100.87,3,0.0,34.11,Customer 210,Home Office
OD-2019614,2022-02-08,2022-02-14,South,Office Supplies,Stationery,Paper Reams,209.93,4,0.05,66.99,Customer 145,Corporate
OD-2019615,2020-05-01,2020-05-02,Central,Furniture,Chairs & Tables,Filing Cabinet,1250.15,1,0.2,102.84,Customer 282,Corporate
OD-2019616,2019-11-11,2019-11-12,North,Technology,Gadgets,iPhone 13,1524.54,2,0.15,349.41,Customer 45,Corporate
OD-2019617,2023-08-15,2023-08-21,North,Office Supplies,Stationery,Paper Reams,163.45,5,0.05,52.15,Customer 103,Consumer
OD-2019618,2019-02-22,2019-02-24,East,Furniture,Chairs & Tables,Bookcase,411.42,2,0.2,92.79,Customer 243,Consumer
OD-2019619,2020-09-23,2020-09-30,North,Technology,Gadgets,Wireless Mouse,83.33,4,0.15,23.94,Customer 136,Consumer
OD-2019620,2022-08-07,2022-08-12,South,Technology,Gadgets,Samsung Galaxy S21,336.31,2,0.1,90.99,Customer 196,Corporate
OD-2019621,2020-01-18,2020-01-22,North,Furniture,Chairs & Tables,Bookcase,410.16,4,0.1,107.58,Customer 239,Corporate
OD-2019622,2020-04-08,2020-04-15,East,Technology,Gadgets,Bluetooth Headset,1667.42,5,0.0,340.83,Customer 78,Home Office
OD-2019623,2022-09-28,2022-09-29,Central,Furniture,Chairs & Tables,Bookcase,466.08,3,0.0,90.54,Customer 212,Home Office
OD-2019624,2020-04-10,2020-04-15,Central,Furniture,Chairs & Tables,Filing Cabinet,4521.11,5,0.0,1568.94,Customer 215,Home Office
OD-2019625,2022-11-08,2022-11-15,West,Technology,Gadgets,Bluetooth Headset,104.89,2,0.05,19.38,Customer 244,Corporate
OD-2019626,2019-06-11,2019-06-15,Central,Office Supplies,Stationery,Notebook Pack,217.83,3,0.0,14.66,Customer 293,Home Office
OD-2019627,2023-06-28,2023-07-03,West,Office Supplies,Stationery,Paper Reams,2451.42,3,0.15,261.09,Customer 62,Corporate
OD-2019628,2019-12-21,2019-12-23,West,Furniture,Chairs & Tables,Wooden Desk,408.69,4,0.1,44.92,Customer 22,Corporate
OD-2019629,2019-06-10,2019-06-16,West,Technology,Gadgets,Samsung Galaxy S21,1813.84,2,0.0,366.01,Customer 133,Corporate
OD-2019630,2023-01-29,2023-02-05,North,Furniture,Chairs & Tables,Office Chair,1436.68,3,0.0,147.36,Customer 285,Corporate
OD-2019631,2022-02-04,2022-02-07,North,Technology,Gadgets,Bluetooth Headset,603.9,2,0.25,101.68,Customer 7,Home Office
OD-2019632,2022-06-30,2022-07-05,East,Office Supplies,Stationery,Markers,959.42,3,0.05,253.05,Customer 213,Consumer
OD-2019633,2019-10-31,2019-11-05,East,Office Supplies,Stationery,Paper Reams,677.29,3,0.25,161.42,Customer 55,Home Office
OD-2019634,2023-05-16,2023-05-17,South,Technology,Gadgets,Bluetooth Headset,417.99,5,0.2,71.34,Customer 211,Corporate
OD-2019635,2021-02-23,2021-03-01,Central,Technology,Gadgets,Bluetooth Headset,1480.84,5,0.0,453.89,Customer 243,Consumer
OD-2019636,2019-12-19,2019-12-22,Central,Technology,Gadgets,Samsung Galaxy S21,2045.74,4,0.0,642.05,Customer 206,Consumer
OD-2019637,2021-03-21,2021-03-24,East,Office Supplies,Stationery,Pen Set,48.45,1,0.15,2.65,Customer 244,Corporate
OD-2019638,2021-02-01,2021-02-02,South,Technology,Gadgets,Laptop Pro 15,132.57,4,0.05,37.46,Customer 144,Corporate
OD-2019639,2023-10-24,2023-10-30,West,Office Supplies,Stationery,Notebook Pack,1042.66,2,0.0,142.85,Customer 69,Corporate
OD-2019640,2023-03-04,2023-03-08,North,Technology,Gadgets,Laptop Pro 15,514.18,5,0.05,102.39,Customer 46,Consumer
OD-2019641,2021-06-23,2021-06-25,Central,Technology,Gadgets,Wireless Mouse,2405.67,5,0.05,610.06,Customer 192,Consumer
OD-2019642,2021-11-21,2021-11-28,South,Furniture,Chairs & Tables,Office Chair,373.53,5,0.0,100.41,Customer 260,Corporate
OD-2019643,2019-10-05,2019-10-12,East,Office Supplies,Stationery,Paper Reams,657.81,4,0.1,103.48,Customer 89,Consumer
OD-2019644,2023-11-28,2023-12-05,West,Furniture,Chairs & Tables,Office Chair,1071.93,5,0.2,253.33,Customer 17,Corporate
OD-2019645,2019-04-14,2019-04-17,South,Office Supplies,Stationery,Pen Set,147.95,3,0.05,45.06,Customer 189,Corporate
OD-2019646,2021-10-31,2021-11-04,East,Office Supplies,Stationery,Notebook Pack,795.28,4,0.15,143.81,Customer 124,Corporate
OD-2019647,2021-09-28,2021-10-03,North,Technology,Gadgets,Samsung Galaxy S21,1239.47,1,0.15,59.21,Customer 283,Corporate
OD-2019648,2020-12-06,2020-12-08,South,Technology,Gadgets,iPhone 13,1003.77,2,0.1,175.76,Customer 15,Corporate
OD-2019649,2019-04-12,2019-04-14,West,Office Supplies,Stationery,Pen Set,85.49,1,0.1,6.85,Customer 116,Home Office
OD-2019650,2020-02-28,2020-03-02,Central,Office Supplies,Stationery,Markers,829.61,5,0.1,75.88,Customer 11,Home Office
OD-2019651,2019-01-19,2019-01-23,Central,Furniture,Chairs & Tables,Wooden Desk,519.88,1,0.0,54.1,Customer 5,Consumer
OD-2019652,2020-05-31,2020-06-05,North,Technology,Gadgets,Laptop Pro 15,510.39,3,0.1,123.43,Customer 193,Corporate
OD-2019653,2021-07-29,2021-08-01,South,Furniture,Chairs & Tables,Filing Cabinet,19.12,1,0.0,1.77,Customer 267,Home Office
OD-2019654,2021-03-24,2021-03-29,Central,Furniture,Chairs & Tables,Office Chair,294.44,4,0.0,82.27,Customer 192,Home Office
OD-2019655,2022-08-18,2022-08-23,South,Office Supplies,Stationery,Stapler,1059.86,5,0.0,206.41,Customer 56,Corporate
OD-2019656,2019-05-11,2019-05-14,South,Technology,Gadgets,Laptop Pro 15,308.06,4,0.0,92.94,Customer 134,Home Office
OD-2019657,2022-12-27,2023-01-02,West,Technology,Gadgets,Samsung Galaxy S21,45.76,2,0.05,5.24,Customer 265,Consumer
OD-2019658,2019-04-27,2019-05-04,South,Office Supplies,Stationery,Markers,163.69,3,0.05,33.0,Customer 72,Home Office
OD-2019659,2019-02-22,2019-02-28,South,Technology,Gadgets,Laptop Pro 15,101.18,5,0.05,8.22,Customer 215,Corporate
OD-2019660,2021-03-06,2021-03-12,Central,Furniture,Chairs & Tables,Office Table,154.4,3,0.0,47.8,Customer 98,Corporate
OD-2019661,2023-01-27,2023-02-02,North,Furniture,Chairs & Tables,Office Table,322.5,4,0.0,95.11,Customer 184,Home Office
OD-2019662,2020-09-06,2020-09-13,West,Furniture,Chairs & Tables,Office Table,96.42,1,0.0,31.88,Customer 151,Consumer
OD-2019663,2021-08-22,2021-08-24,Central,Office Supplies,Stationery,Stapler,452.49,2,0.0,114.12,Customer 94,Home Office
OD-2019664,2020-11-18,2020-11-24,South,Furniture,Chairs & Tables,Wooden Desk,84.78,4,0.0,12.04,Customer 115,Home Office
OD-2019665,2023-11-20,2023-11-23,South,Technology,Gadgets,Laptop Pro 15,68.22,3,0.05,20.31,Customer 134,Home Office
OD-2019666,2020-08-25,2020-08-29,East,Furniture,Chairs & Tables,Filing Cabinet,749.57,5,0.05,53.53,Customer 299,Home Office
OD-2019667,2022-06-25,2022-06-26,Central,Technology,Gadgets,Samsung Galaxy S21,54.28,1,0.0,6.06,Customer 62,Home Office
OD-2019668,2021-02-20,2021-02-25,East,Technology,Gadgets,Wireless Mouse,86.27,4,0.1,18.61,Customer 78,Consumer
OD-2019669,2020-02-15,2020-02-18,North,Technology,Gadgets,Bluetooth Headset,481.6,3,0.3,49.75,Customer 74,Corporate
OD-2019670,2023-11-02,2023-11-08,North,Furniture,Chairs & Tables,Office Chair,1146.07,2,0.0,235.64,Customer 171,Home Office
OD-2019671,2019-12-29,2020-01-01,East,Office Supplies,Stationery,Notebook Pack,34.32,1,0.0,5.87,Customer 232,Corporate
OD-2019672,2020-03-04,2020-03-11,West,Furniture,Chairs & Tables,Office Table,163.64,5,0.05,23.93,Customer 251,Consumer
OD-2019673,2019-09-23,2019-09-28,North,Technology,Gadgets,Wireless Mouse,802.28,4,0.0,156.37,Customer 220,Corporate
OD-2019674,2021-02-24,2021-02-25,West,Furniture,Chairs & Tables,Office Table,648.81,2,0.25,112.45,Customer 192,Consumer
OD-2019675,2020-10-21,2020-10-28,East,Office Supplies,Stationery,Pen Set,433.65,3,0.05,106.59,Customer 3,Home Office
OD-2019676,2023-02-11,2023-02-13,South,Furniture,Chairs & Tables,Bookcase,217.89,3,0.1,47.55,Customer 67,Consumer
OD-2019677,2021-02-24,2021-03-01,West,Office Supplies,Stationery,Stapler,450.08,3,0.1,106.12,Customer 34,Consumer
OD-2019678,2020-09-02,2020-09-05,Central,Technology,Gadgets,Bluetooth Headset,1205.06,1,0.1,336.03,Customer 269,Corporate
OD-2019679,2021-06-07,2021-06-13,North,Furniture,Chairs & Tables,Bookcase,48.56,1,0.0,16.19,Customer 184,Consumer
OD-2019680,2019-12-04,2019-12-11,West,Technology,Gadgets,iPhone 13,297.16,3,0.1,69.63,Customer 115,Home Office
OD-2019681,2019-09-26,2019-09-28,Central,Office Supplies,Stationery,Notebook Pack,19.06,1,0.1,2.16,Customer 259,Consumer
OD-2019682,2019-09-10,2019-09-13,North,Office Supplies,Stationery,Notebook Pack,228.3,4,0.05,65.49,Customer 131,Home Office
OD-2019683,2022-06-30,2022-07-01,East,Office Supplies,Stationery,Notebook Pack,343.62,2,0.0,18.04,Customer 11,Consumer
OD-2019684,2022-11-13,2022-11-14,North,Technology,Gadgets,Wireless Mouse,112.8,2,0.0,32.96,Customer 64,Home Office
OD-2019685,2020-06-01,2020-06-05,West,Office Supplies,Stationery,Pen Set,5254.51,4,0.0,1191.91,Customer 5,Corporate
OD-2019686,2021-05-11,2021-05-17,South,Furniture,Chairs & Tables,Office Table,1293.05,1,0.0,341.64,Customer 71,Corporate
OD-2019687,2023-08-29,2023-08-30,East,Office Supplies,Stationery,Paper Reams,112.55,1,0.15,5.18,Customer 145,Consumer
OD-2019688,2023-05-27,2023-05-28,Central,Technology,Gadgets,Samsung Galaxy S21,476.58,1,0.0,154.1,Customer 103,Corporate
OD-2019689,2023-08-30,2023-09-04,North,Furniture,Chairs & Tables,Bookcase,98.69,3,0.1,22.37,Customer 152,Consumer
OD-2019690,2019-03-22,2019-03-27,North,Technology,Gadgets,Samsung Galaxy S21,447.08,2,0.15,112.83,Customer 170,Consumer
OD-2019691,2019-01-06,2019-01-07,East,Office Supplies,Stationery,Notebook Pack,891.05,3,0.1,218.82,Customer 294,Home Office
OD-2019692,2021-10-08,2021-10-10,East,Furniture,Chairs & Tables,Office Table,867.32,3,0.05,268.8,Customer 52,Corporate
OD-2019693,2022-08-12,2022-08-14,South,Technology,Gadgets,Laptop Pro 15,1525.08,3,0.2,396.0,Customer 238,Consumer
OD-2019694,2019-07-24,2019-07-31,South,Furniture,Chairs & Tables,Office Chair,2392.5,5,0.15,352.63,Customer 185,Home Office
OD-2019695,2020-10-02,2020-10-06,East,Office Supplies,Stationery,Notebook Pack,2586.22,2,0.15,439.28,Customer 24,Consumer
OD-2019696,2023-10-11,2023-10-13,South,Office Supplies,Stationery,Pen Set,2729.41,2,0.0,811.79,Customer 184,Corporate
OD-2019697,2022-06-27,2022-06-30,South,Office Supplies,Stationery,Notebook Pack,2290.52,3,0.0,459.91,Customer 176,Consumer
OD-2019698,2019-08-22,2019-08-26,South,Technology,Gadgets,Wireless Mouse,6289.31,5,0.2,410.66,Customer 198,Home Office
OD-2019699,2023-10-09,2023-10-13,East,Technology,Gadgets,Samsung Galaxy S21,486.47,3,0.0,47.6,Customer 68,Home Office
OD-2019700,2023-01-27,2023-01-28,North,Furniture,Chairs & Tables,Office Chair,553.65,5,0.25,113.79,Customer 248,Home Office
OD-2019701,2022-10-21,2022-10-25,North,Furniture,Chairs & Tables,Office Table,233.83,3,0.15,10.41,Customer 184,Home Office
OD-2019702,2019-03-01,2019-03-08,North,Office Supplies,Stationery,Pen Set,5054.41,4,0.05,754.18,Customer 250,Consumer
OD-2019703,2023-12-23,2023-12-27,East,Technology,Gadgets,iPhone 13,168.68,2,0.15,16.46,Customer 134,Home Office
OD-2019704,2020-10-05,2020-10-06,Central,Office Supplies,Stationery,Paper Reams,403.67,5,0.05,50.41,Customer 290,Consumer
OD-2019705,2022-10-03,2022-10-10,Central,Technology,Gadgets,Bluetooth Headset,19.41,1,0.05,3.98,Customer 49,Corporate
OD-2019706,2022-09-17,2022-09-23,South,Furniture,Chairs & Tables,Filing Cabinet,593.26,3,0.2,120.11,Customer 198,Consumer
OD-2019707,2023-09-15,2023-09-22,East,Office Supplies,Stationery,Paper Reams,208.47,1,0.05,10.69,Customer 6,Home Office
OD-2019708,2019-11-18,2019-11-23,West,Technology,Gadgets,Wireless Mouse,103.22,1,0.1,15.37,Customer 39,Corporate
OD-2019709,2020-10-18,2020-10-20,East,Technology,Gadgets,Laptop Pro 15,109.81,5,0.2,18.41,Customer 260,Consumer
OD-2019710,2022-02-01,2022-02-07,West,Technology,Gadgets,Wireless Mouse,121.12,4,0.05,17.67,Customer 41,Corporate
OD-2019711,2021-06-28,2021-07-05,East,Office Supplies,Stationery,Markers,2703.2,3,0.0,649.83,Customer 256,Corporate
OD-2019712,2020-10-09,2020-10-10,East,Technology,Gadgets,iPhone 13,219.08,3,0.0,31.39,Customer 207,Corporate
OD-2019713,2019-03-15,2019-03-20,East,Office Supplies,Stationery,Notebook Pack,447.26,3,0.25,78.79,Customer 156,Home Office
OD-2019714,2022-02-25,2022-02-27,South,Office Supplies,Stationery,Markers,2582.89,5,0.05,520.86,Customer 187,Consumer
OD-2019715,2023-07-31,2023-08-02,Central,Technology,Gadgets,Laptop Pro 15,654.26,2,0.0,130.87,Customer 243,Home Office
OD-2019716,2022-09-07,2022-09-10,East,Office Supplies,Stationery,Markers,479.29,3,0.0,159.86,Customer 50,Home Office
OD-2019717,2020-03-30,2020-03-31,South,Technology,Gadgets,Laptop Pro 15,97.34,1,0.0,9.04,Customer 281,Home Office
OD-2019718,2021-02-04,2021-02-10,West,Furniture,Chairs & Tables,Office Chair,39.65,2,0.05,12.0,Customer 253,Consumer
OD-2019719,2023-08-11,2023-08-17,East,Office Supplies,Stationery,Markers,45.61,2,0.15,9.05,Customer 131,Home Office
OD-2019720,2020-02-06,2020-02-08,West,Furniture,Chairs & Tables,Filing Cabinet,1626.97,3,0.05,487.93,Customer 235,Consumer
OD-2019721,2023-01-07,2023-01-10,East,Furniture,Chairs & Tables,Filing Cabinet,2401.57,3,0.0,641.3,Customer 64,Corporate
OD-2019722,2021-07-25,2021-07-31,West,Office Supplies,Stationery,Paper Reams,562.42,1,0.0,49.61,Customer 256,Consumer
OD-2019723,2021-12-22,2021-12-28,North,Furniture,Chairs & Tables,Office Table,208.05,1,0.0,63.77,Customer 300,Corporate
OD-2019724,2021-11-07,2021-11-14,West,Furniture,Chairs & Tables,Office Table,238.17,5,0.05,55.28,Customer 66,Consumer
OD-2019725,2021-03-04,2021-03-10,South,Office Supplies,Stationery,Paper Reams,100.62,2,0.0,6.3,Customer 259,Corporate
OD-2019726,2021-05-07,2021-05-12,South,Office Supplies,Stationery,Pen Set,2197.23,4,0.15,399.07,Customer 204,Corporate
OD-2019727,2020-08-25,2020-08-29,North,Furniture,Chairs & Tables,Wooden Desk,30.75,1,0.15,4.71,Customer 263,Corporate
OD-2019728,2023-09-23,2023-09-29,Central,Office Supplies,Stationery,Stapler,5751.41,5,0.05,387.94,Customer 112,Consumer
OD-2019729,2020-03-05,2020-03-10,South,Office Supplies,Stationery,Stapler,614.35,3,0.05,155.73,Customer 68,Home Office
OD-2019730,2022-08-24,2022-08-26,South,Office Supplies,Stationery,Paper Reams,2726.06,2,0.05,775.4,Customer 60,Corporate
OD-2019731,2022-02-25,2022-03-01,North,Office Supplies,Stationery,Paper Reams,475.53,1,0.15,113.92,Customer 274,Corporate
OD-2019732,2023-12-03,2023-12-10,Central,Technology,Gadgets,iPhone 13,82.75,1,0.1,21.19,Customer 55,Consumer
OD-2019733,2021-02-19,2021-02-21,West,Furniture,Chairs & Tables,Office Chair,1085.49,5,0.15,50.18,Customer 137,Consumer
OD-2019734,2020-08-09,2020-08-15,East,Technology,Gadgets,Samsung Galaxy S21,3542.31,3,0.0,1123.35,Customer 152,Consumer
OD-2019735,2023-03-24,2023-03-29,North,Furniture,Chairs & Tables,Bookcase,4526.58,5,0.15,881.66,Customer 53,Home Office
OD-2019736,2023-11-13,2023-11-19,West,Office Supplies,Stationery,Paper Reams,168.08,2,0.05,44.31,Customer 288,Corporate
OD-2019737,2020-05-01,2020-05-06,East,Office Supplies,Stationery,Stapler,3305.58,4,0.1,493.45,Customer 196,Corporate
OD-2019738,2021-05-03,2021-05-10,Central,Office Supplies,Stationery,Stapler,1497.45,3,0.0,265.73,Customer 28,Consumer
OD-2019739,2023-03-04,2023-03-07,North,Furniture,Chairs & Tables,Office Table,3364.52,4,0.0,245.92,Customer 116,Home Office
OD-2019740,2022-12-14,2022-12-20,Central,Office Supplies,Stationery,Stapler,61.59,2,0.15,12.98,Customer 280,Home Office
OD-2019741,2022-05-20,2022-05-22,South,Office Supplies,Stationery,Pen Set,158.5,1,0.1,39.15,Customer 230,Consumer
OD-2019742,2022-10-30,2022-10-31,Central,Furniture,Chairs & Tables,Wooden Desk,105.57,5,0.15,16.95,Customer 62,Corporate
OD-2019743,2019-03-25,2019-03-29,South,Technology,Gadgets,Bluetooth Headset,6414.36,5,0.0,1594.55,Customer 67,Consumer
OD-2019744,2022-04-11,2022-04-18,South,Technology,Gadgets,iPhone 13,917.33,4,0.15,219.96,Customer 239,Home Office
OD-2019745,2019-11-14,2019-11-15,Central,Furniture,Chairs & Tables,Bookcase,82.92,4,0.0,10.6,Customer 27,Home Office
OD-2019746,2022-06-14,2022-06-21,North,Office Supplies,Stationery,Stapler,563.85,5,0.15,114.55,Customer 294,Home Office
OD-2019747,2021-01-03,2021-01-04,Central,Office Supplies,Stationery,Stapler,310.74,2,0.0,63.47,Customer 113,Consumer
OD-2019748,2021-12-02,2021-12-03,North,Office Supplies,Stationery,Pen Set,1149.23,5,0.15,296.43,Customer 279,Home Office
OD-2019749,2021-04-06,2021-04-07,West,Technology,Gadgets,Samsung Galaxy S21,63.92,3,0.0,5.02,Customer 170,Corporate
OD-2019750,2021-01-08,2021-01-11,Central,Furniture,Chairs & Tables,Office Table,5456.23,4,0.15,1170.01,Customer 244,Home Office
OD-2019751,2023-08-14,2023-08-21,East,Office Supplies,Stationery,Notebook Pack,3593.88,3,0.0,623.03,Customer 178,Corporate
OD-2019752,2020-05-07,2020-05-13,West,Office Supplies,Stationery,Paper Reams,47.72,1,0.05,12.93,Customer 21,Home Office
OD-2019753,2023-12-19,2023-12-22,North,Technology,Gadgets,iPhone 13,298.92,3,0.0,83.49,Customer 132,Home Office
OD-2019754,2023-01-22,2023-01-25,South,Furniture,Chairs & Tables,Office Table,44.1,2,0.0,13.28,Customer 264,Home Office
OD-2019755,2021-07-01,2021-07-05,West,Furniture,Chairs & Tables,Bookcase,2550.43,3,0.1,710.03,Customer 165,Home Office
OD-2019756,2019-06-18,2019-06-19,Central,Furniture,Chairs & Tables,Office Table,106.62,2,0.3,20.68,Customer 4,Home Office
OD-2019757,2019-05-15,2019-05-17,North,Office Supplies,Stationery,Pen Set,98.23,3,0.05,11.07,Customer 54,Consumer
OD-2019758,2022-01-06,2022-01-13,East,Office Supplies,Stationery,Markers,681.38,3,0.2,83.17,Customer 79,Consumer
OD-2019759,2021-07-29,2021-08-04,East,Technology,Gadgets,iPhone 13,6263.14,5,0.05,1179.55,Customer 38,Consumer
OD-2019760,2019-12-31,2020-01-07,East,Technology,Gadgets,Bluetooth Headset,874.42,1,0.1,51.94,Customer 295,Consumer
OD-2019761,2020-06-13,2020-06-17,North,Technology,Gadgets,Wireless Mouse,92.02,3,0.2,6.11,Customer 222,Corporate
OD-2019762,2019-02-04,2019-02-08,Central,Office Supplies,Stationery,Notebook Pack,322.9,3,0.0,78.55,Customer 4,Home Office
OD-2019763,2023-01-15,2023-01-20,East,Furniture,Chairs & Tables,Office Table,481.98,1,0.1,119.0,Customer 38,Corporate
OD-2019764,2021-10-26,2021-10-27,Central,Technology,Gadgets,Laptop Pro 15,78.87,4,0.1,13.24,Customer 45,Corporate
OD-2019765,2023-04-17,2023-04-21,East,Technology,Gadgets,Wireless Mouse,28.61,1,0.15,5.66,Customer 243,Consumer
OD-2019766,2021-12-28,2021-12-30,Central,Furniture,Chairs & Tables,Filing Cabinet,999.51,3,0.25,158.01,Customer 152,Home Office
OD-2019767,2019-10-23,2019-10-26,East,Office Supplies,Stationery,Stapler,63.87,2,0.0,20.85,Customer 284,Home Office
OD-2019768,2019-10-17,2019-10-18,Central,Furniture,Chairs & Tables,Office Chair,2564.56,2,0.05,159.82,Customer 202,Home Office
OD-2019769,2022-01-26,2022-01-27,South,Technology,Gadgets,Samsung Galaxy S21,1494.24,5,0.2,280.79,Customer 109,Corporate
OD-2019770,2022-08-15,2022-08-22,West,Office Supplies,Stationery,Pen Set,630.19,3,0.3,112.5,Customer 95,Consumer
OD-2019771,2022-06-17,2022-06-24,East,Technology,Gadgets,Samsung Galaxy S21,333.0,3,0.2,23.33,Customer 93,Home Office
OD-2019772,2023-06-26,2023-07-01,North,Furniture,Chairs & Tables,Office Table,223.48,3,0.1,46.44,Customer 282,Consumer
OD-2019773,2020-08-18,2020-08-24,East,Furniture,Chairs & Tables,Bookcase,341.45,1,0.15,25.65,Customer 102,Home Office
OD-2019774,2022-04-04,2022-04-08,West,Technology,Gadgets,Laptop Pro 15,829.66,4,0.05,197.67,Customer 121,Consumer
OD-2019775,2020-08-06,2020-08-11,South,Furniture,Chairs & Tables,Wooden Desk,106.04,2,0.15,15.76,Customer 249,Corporate
OD-2019776,2020-11-03,2020-11-08,Central,Office Supplies,Stationery,Stapler,62.7,2,0.0,20.86,Customer 79,Home Office
OD-2019777,2022-03-06,2022-03-09,West,Technology,Gadgets,Wireless Mouse,422.39,4,0.3,29.51,Customer 3,Corporate
OD-2019778,2020-05-19,2020-05-26,South,Furniture,Chairs & Tables,Filing Cabinet,1177.34,4,0.0,281.59,Customer 185,Consumer
OD-2019779,2022-10-23,2022-10-29,North,Technology,Gadgets,Wireless Mouse,1463.9,5,0.0,229.24,Customer 229,Corporate
OD-2019780,2023-05-06,2023-05-09,East,Technology,Gadgets,Bluetooth Headset,372.04,5,0.15,29.75,Customer 90,Home Office
OD-2019781,2022-05-27,2022-05-28,Central,Technology,Gadgets,Samsung Galaxy S21,436.53,2,0.1,38.03,Customer 101,Corporate
OD-2019782,2023-02-11,2023-02-17,East,Furniture,Chairs & Tables,Office Chair,606.43,2,0.0,30.89,Customer 260,Home Office
OD-2019783,2019-03-05,2019-03-12,North,Office Supplies,Stationery,Paper Reams,773.16,4,0.05,104.25,Customer 109,Consumer
OD-2019784,2022-02-03,2022-02-06,North,Office Supplies,Stationery,Paper Reams,192.28,1,0.05,34.26,Customer 77,Corporate
OD-2019785,2021-03-14,2021-03-16,West,Office Supplies,Stationery,Stapler,2662.14,5,0.1,678.32,Customer 238,Home Office
OD-2019786,2021-11-11,2021-11-12,Central,Technology,Gadgets,Laptop Pro 15,447.21,2,0.3,99.19,Customer 6,Home Office
OD-2019787,2020-05-04,2020-05-11,Central,Office Supplies,Stationery,Pen Set,3164.91,4,0.05,819.29,Customer 72,Corporate
OD-2019788,2019-11-23,2019-11-25,West,Office Supplies,Stationery,Paper Reams,670.59,4,0.05,196.18,Customer 248,Corporate
OD-2019789,2019-03-24,2019-03-26,East,Technology,Gadgets,Samsung Galaxy S21,435.88,2,0.05,84.54,Customer 136,Corporate
OD-2019790,2020-04-24,2020-04-25,Central,Office Supplies,Stationery,Pen Set,111.36,5,0.05,28.66,Customer 185,Corporate
OD-2019791,2021-08-19,2021-08-23,South,Furniture,Chairs & Tables,Office Chair,3596.55,4,0.05,1165.34,Customer 53,Home Office
OD-2019792,2021-12-03,2021-12-09,Central,Technology,Gadgets,Laptop Pro 15,1173.89,1,0.1,111.55,Customer 279,Home Office
OD-2019793,2019-12-23,2019-12-27,South,Office Supplies,Stationery,Markers,147.99,3,0.15,17.07,Customer 40,Home Office
OD-2019794,2020-05-30,2020-06-03,North,Furniture,Chairs & Tables,Office Table,857.99,5,0.1,71.74,Customer 181,Corporate
OD-2019795,2021-09-24,2021-10-01,East,Technology,Gadgets,Bluetooth Headset,2456.35,3,0.0,533.12,Customer 257,Consumer
OD-2019796,2021-06-19,2021-06-21,Central,Furniture,Chairs & Tables,Office Chair,492.51,5,0.1,51.49,Customer 144,Consumer
OD-2019797,2019-11-04,2019-11-06,Central,Furniture,Chairs & Tables,Bookcase,4217.56,5,0.1,1045.75,Customer 61,Home Office
OD-2019798,2020-04-16,2020-04-20,North,Technology,Gadgets,iPhone 13,4434.08,5,0.1,1097.75,Customer 246,Corporate
OD-2019799,2020-03-07,2020-03-12,East,Furniture,Chairs & Tables,Filing Cabinet,84.87,4,0.0,11.73,Customer 125,Consumer
OD-2019800,2019-09-19,2019-09-24,West,Office Supplies,Stationery,Pen Set,2299.23,2,0.0,258.12,Customer 263,Consumer
OD-2019801,2023-12-30,2024-01-04,West,Furniture,Chairs & Tables,Office Chair,2563.17,2,0.0,722.19,Customer 133,Consumer
OD-2019802,2021-11-24,2021-11-28,East,Office Supplies,Stationery,Paper Reams,1047.45,5,0.05,227.95,Customer 146,Consumer
OD-2019803,2020-03-19,2020-03-23,North,Office Supplies,Stationery,Markers,154.44,5,0.15,13.29,Customer 88,Consumer
OD-2019804,2023-08-28,2023-09-01,Central,Office Supplies,Stationery,Pen Set,479.55,5,0.1,50.94,Customer 94,Home Office
OD-2019805,2022-09-12,2022-09-17,South,Technology,Gadgets,Samsung Galaxy S21,78.9,1,0.05,4.88,Customer 233,Home Office
OD-2019806,2022-04-24,2022-04-25,North,Furniture,Chairs & Tables,Filing Cabinet,89.65,4,0.2,25.02,Customer 68,Consumer
OD-2019807,2019-02-03,2019-02-05,North,Office Supplies,Stationery,Paper Reams,220.15,4,0.0,33.2,Customer 77,Home Office
OD-2019808,2019-07-17,2019-07-19,Central,Technology,Gadgets,Bluetooth Headset,88.37,4,0.2,7.55,Customer 20,Home Office
OD-2019809,2021-10-27,2021-11-03,North,Furniture,Chairs & Tables,Office Chair,64.33,3,0.0,4.29,Customer 67,Home Office
OD-2019810,2022-01-09,2022-01-16,Central,Furniture,Chairs & Tables,Filing Cabinet,59.53,3,0.1,16.45,Customer 216,Corporate
OD-2019811,2023-11-27,2023-11-28,North,Office Supplies,Stationery,Paper Reams,286.15,2,0.15,50.45,Customer 118,Corporate
OD-2019812,2023-06-06,2023-06-13,Central,Technology,Gadgets,Laptop Pro 15,19.94,1,0.0,1.18,Customer 295,Consumer
OD-2019813,2021-05-21,2021-05-23,West,Technology,Gadgets,Wireless Mouse,97.52,3,0.25,9.48,Customer 43,Corporate
OD-2019814,2022-05-10,2022-05-15,West,Technology,Gadgets,Laptop Pro 15,162.85,1,0.0,49.58,Customer 3,Home Office
OD-2019815,2023-03-03,2023-03-10,Central,Furniture,Chairs & Tables,Office Table,262.82,5,0.05,80.87,Customer 61,Home Office
